C# 14,14.0,Extension members,OOP/Syntax,HIGH,NO,"Extension properties, static extensions, static operators"
C# 14,14.0,Null-conditional assignment,OOP/Syntax,MEDIUM,NO,"Use ?. and ?[] on left side of assignment"
C# 14,14.0,Implicit span conversions,Performance,MEDIUM,NO,"Conversions between Span<T>, ReadOnlySpan<T>, arrays"
C# 14,14.0,Lambda parameter modifiers,Functional,MEDIUM,NO,"Modifiers like scoped, ref, in, out without explicit types"
C# 14,14.0,field keyword,OOP,HIGH,YES,"Compiler-synthesized backing fields in property accessors"
C# 14,14.0,Partial constructors and events,OOP,MEDIUM,NO,"partial on constructors and events"
C# 14,14.0,User-defined compound assignment,OOP/Syntax,LOW,NO,"Custom +=, -=, etc. operators"
C# 14,14.0,nameof unbound generics,Reflection,LOW,NO,"nameof(List<>) for unbound generics"
C# 14,14.0,Preprocessor directives for file apps,Syntax,LOW,NO,"File-based app directives"
C# 13,13.0,params collections,Functional,HIGH,NO,"Span<T>, ReadOnlySpan<T>, IEnumerable<T> with params"
C# 13,13.0,ref struct interfaces,OOP,HIGH,NO,"ref struct types implementing interfaces"
C# 13,13.0,allows ref struct,Type System,HIGH,NO,"Generic constraints for ref struct type parameters"
C# 13,13.0,New lock type,Concurrency,MEDIUM,NO,"System.Threading.Lock for thread synchronization"
C# 13,13.0,ref in iterators and async,Concurrency,MEDIUM,NO,"ref locals in async methods and iterators"
C# 13,13.0,Partial properties and indexers,OOP,MEDIUM,NO,"partial on properties and indexers"
C# 13,13.0,Escape sequence \e,Syntax,LOW,NO,"ESC character escape (U+001B)"
C# 13,13.0,Implicit indexer access,Syntax,LOW,NO,"^ from-end operator in object initializers"
C# 13,13.0,Method group natural type,Type System,LOW,NO,"Optimized overload resolution for method groups"
C# 13,13.0,Overload resolution priority,Syntax,LOW,NO,"OverloadResolutionPriority attribute"
C# 12,12.0,Primary constructors,OOP,HIGH,YES,"Constructor parameters as class/struct members"
C# 12,12.0,Collection expressions,Functional,HIGH,YES,"Terse syntax for creating collections"
C# 12,12.0,Inline arrays,Performance,LOW,NO,"Fixed-size arrays in struct types"
C# 12,12.0,Default lambda parameters,Functional,LOW,NO,"Lambda parameter default values"
C# 12,12.0,ref readonly parameters,OOP,MEDIUM,NO,"ref readonly parameter modifier"
C# 12,12.0,Alias any type,Syntax,LOW,NO,"using alias for any type"
C# 12,12.0,Experimental attribute,Attributes,LOW,NO,"Mark types/methods as experimental"
C# 12,12.0,Interceptors,Syntax,LOW,NO,"Compile-time method substitution"
C# 11,11.0,Raw string literals,Syntax,HIGH,YES,"Multi-line strings with special handling"
C# 11,11.0,Generic math support,Type System,HIGH,NO,"Static abstract members in interfaces"
C# 11,11.0,Generic attributes,OOP,MEDIUM,NO,"Generic attribute types"
C# 11,11.0,List patterns,Functional,HIGH,YES,"Pattern matching on list/array structure"
C# 11,11.0,File-local types,Syntax,MEDIUM,NO,"file access modifier for single-file types"
C# 11,11.0,Required members,OOP,HIGH,YES,"required keyword for forced initialization"
C# 11,11.0,UTF-8 string literals,Syntax,LOW,NO,"u8 prefixed UTF-8 byte sequences"
C# 11,11.0,Newlines in string interpolation,Syntax,LOW,NO,"Multi-line expression interpolation"
C# 11,11.0,Auto-default structs,OOP,LOW,NO,"Automatic field initialization"
C# 11,11.0,Span<char> pattern matching,Functional,LOW,NO,"Pattern match on string spans"
C# 11,11.0,Extended nameof,Reflection,LOW,NO,"Complex nameof expressions"
C# 11,11.0,nint and nuint keywords,Type System,MEDIUM,NO,"Native integer type keywords"
C# 11,11.0,ref fields and scoped ref,Performance,MEDIUM,NO,"Stack-safe ref fields in structs"
C# 11,11.0,Improved method group conversion,Functional,LOW,NO,"Better delegate conversions"
C# 10,10.0,Global using directives,Syntax,HIGH,YES,"global using statements"
C# 10,10.0,File-scoped namespaces,Syntax,HIGH,YES,"Simplified namespace syntax"
C# 10,10.0,Record structs,OOP,HIGH,NO,"Value-semantic record types"
C# 10,10.0,Extended property patterns,Functional,MEDIUM,NO,"Complex property patterns"
C# 10,10.0,Lambda natural types,Type System,MEDIUM,NO,"Compiler inferred delegate types"
C# 10,10.0,Lambda return types,Functional,MEDIUM,NO,"Explicit lambda return types"
C# 10,10.0,Struct field initialization,OOP,LOW,NO,"Struct initialization improvements"
C# 10,10.0,Interpolated string handlers,Performance,LOW,NO,"Custom interpolation logic"
C# 10,10.0,Lambda attributes,OOP,LOW,NO,"Attributes on lambda expressions"
C# 10,10.0,Sealed record ToString,OOP,LOW,NO,"sealed override in record types"
C# 10,10.0,Const string interpolation,Syntax,LOW,NO,"const with interpolated strings"
C# 10,10.0,Deconstruction improvements,Syntax,LOW,NO,"Declaration in same deconstruction"
C# 10,10.0,CallerArgumentExpression,Attributes,LOW,NO,"Source code of argument expressions"
C# 10,10.0,AsyncMethodBuilder attribute,Concurrency,LOW,NO,"Custom async method builders"
C# 10,10.0,Null-state analysis improvements,Type System,LOW,NO,"Better definite assignment"
C# 10,10.0,Line pragma format,Syntax,LOW,NO,"New #line pragma format"
C# 9,9.0,Records,OOP,HIGH,YES,"Reference types with value-based equality"
C# 9,9.0,Init-only properties,OOP,HIGH,YES,"init keyword for immutable properties"
C# 9,9.0,Top-level statements,Syntax,HIGH,YES,"Omit Program class and Main"
C# 9,9.0,Relational patterns,Functional,HIGH,NO,"<, >, <=, >= in patterns"
C# 9,9.0,Logical patterns,Functional,HIGH,NO,"and, or, not patterns"
C# 9,9.0,New partial methods,OOP,HIGH,NO,"Private, virtual, return types"
C# 9,9.0,Module initializers,OOP,MEDIUM,NO,"Assembly-load handlers"
C# 9,9.0,Covariant return types,OOP,MEDIUM,NO,"Derived types in method overrides"
C# 9,9.0,Static lambdas,Functional,MEDIUM,NO,"Closure-free lambdas"
C# 9,9.0,Native integers,Type System,MEDIUM,NO,"nint/nuint types"
C# 9,9.0,Target-typed new,Syntax,MEDIUM,NO,"Omit type in new expression"
C# 9,9.0,Target-typed conditionals,Syntax,LOW,NO,"Ternary operator type inference"
C# 9,9.0,Function pointers,Performance,LOW,NO,"Pointer-like methods"
C# 9,9.0,Skip localsinit,Performance,LOW,NO,"Performance optimization"
C# 9,9.0,Extension GetEnumerator,Functional,LOW,NO,"foreach with extension methods"
C# 9,9.0,Lambda discard parameters,Functional,LOW,NO,"_ in lambda parameters"
C# 9,9.0,Local function attributes,OOP,LOW,NO,"Attributes on local functions"
C# 8,8.0,Switch expressions,Functional,HIGH,YES,"Expression form of switch with patterns"
C# 8,8.0,Property patterns,Functional,HIGH,YES,"Pattern matching on object properties"
C# 8,8.0,Nullable reference types,Type System,HIGH,YES,"Null-safety annotations"
C# 8,8.0,Default interface members,OOP,HIGH,NO,"Interface method implementations"
C# 8,8.0,Using declarations,Syntax,HIGH,NO,"Implicit Dispose on local variables"
C# 8,8.0,Indices and ranges,Syntax,HIGH,NO,"^ from-end and .. range operators"
C# 8,8.0,Asynchronous streams,Concurrency,HIGH,NO,"IAsyncEnumerable<T> and await foreach"
C# 8,8.0,Tuple patterns,Functional,HIGH,NO,"Pattern matching on tuples"
C# 8,8.0,Positional patterns,Functional,HIGH,NO,"Pattern matching on positional deconstruction"
C# 8,8.0,Readonly members,OOP,MEDIUM,NO,"readonly instance members"
C# 8,8.0,Static local functions,Functional,MEDIUM,NO,"Closure-free local functions"
C# 8,8.0,Disposable ref structs,OOP,MEDIUM,NO,"IDisposable in ref struct"
C# 8,8.0,Null-coalescing assignment,Syntax,MEDIUM,NO,"??= operator"
C# 8,8.0,Local variable shadowing,Syntax,LOW,NO,"Shadowing in lambda/local scope"
C# 8,8.0,Stackalloc in expressions,Performance,LOW,NO,"More stackalloc expression contexts"
C# 8,8.0,Unmanaged constructed types,Type System,LOW,NO,"Generics in unsafe code"
C# 8,8.0,Interpolated verbatim,Syntax,LOW,NO,"$@ and @$ string prefixes"
C# 7.3,7.3,Generic constraints,Type System,MEDIUM,NO,"class?, unmanaged, etc."
C# 7.3,7.3,Tuple equality,Syntax,LOW,NO,"== and != for tuples"
C# 7.3,7.3,Expression variables,Syntax,LOW,NO,"Variables in more contexts"
C# 7.3,7.3,Stackalloc in nested,Performance,LOW,NO,"Nested stackalloc expressions"
C# 7.3,7.3,Fixed pattern enhancements,Performance,LOW,NO,"Enhanced fixed patterns"
C# 7.3,7.3,Ref local reassignment,Performance,LOW,NO,"Better ref local reassignment"
C# 7.3,7.3,Field attribute targets,OOP,LOW,NO,"Attributes on auto-property fields"
C# 7.3,7.3,Method resolution improved,Type System,LOW,NO,"Better in parameter resolution"
C# 7.2,7.2,in parameters,Performance,HIGH,NO,"Readonly reference parameters"
C# 7.2,7.2,ref struct,Performance,HIGH,NO,"Stack-only struct types"
C# 7.2,7.2,Readonly structs,OOP,MEDIUM,NO,"Immutable value types"
C# 7.2,7.2,ref readonly return,Performance,MEDIUM,NO,"Return readonly references"
C# 7.2,7.2,stackalloc initializers,Performance,LOW,NO,"Initialize stackalloc arrays"
C# 7.2,7.2,Fixed statement patterns,Performance,LOW,NO,"Enhanced fixed patterns"
C# 7.2,7.2,Fixed field access,Performance,LOW,NO,"Access fixed fields without pinning"
C# 7.2,7.2,Ref local reassignment,Performance,LOW,NO,"Reassign ref locals"
C# 7.2,7.2,Non-trailing named args,Syntax,LOW,NO,"Named args before positional"
C# 7.2,7.2,Numeric literal underscores,Syntax,LOW,NO,"Underscores in numeric literals"
C# 7.2,7.2,Private protected access,OOP,LOW,NO,"Derived-in-assembly access"
C# 7.2,7.2,Conditional ref,Syntax,LOW,NO,"Ternary operator returning refs"
C# 7.1,7.1,Async main,Concurrency,MEDIUM,NO,"Async entry point"
C# 7.1,7.1,Default literal,Type System,LOW,NO,"Type-inferred default values"
C# 7.1,7.1,Inferred tuple names,Syntax,LOW,NO,"Automatic tuple element names"
C# 7.1,7.1,Generic pattern matching,Functional,LOW,NO,"Patterns with generic type parameters"
C# 7.0,7.0,Tuples and deconstruction,Functional,HIGH,YES,"ValueTuple types and deconstruction"
C# 7.0,7.0,Pattern matching,Functional,HIGH,YES,"Type/constant pattern matching"
C# 7.0,7.0,Local functions,Functional,HIGH,NO,"Functions inside methods"
C# 7.0,7.0,Out variables,Syntax,MEDIUM,NO,"Inline out variable declaration"
C# 7.0,7.0,Ref locals,Performance,MEDIUM,NO,"Local reference variables"
